1 0 0.0 0
2 0 0.0 0
3 0 0.0 0
4 0 0.0 0
5 16000000 0.0 0
6 16000000 16000.0 160000.0
7 16000000 48000.0 320000.0
8 16000000 96000.0 480000.0
9 16000000 160000.0 640000.0
10 16000000 240000.0 800000.0
11 16000000 336000.0 960000.0
12 16000000 448000.0 1120000.0
13 16000000 576000.0 1280000.0
14 16000000 720000.0 1440000.0
15 16000000 880000.0 1600000.0
16 16000000 1056000.0 1760000.0
17 16000000 1248000.0 1920000.0
18 16000000 1456000.0 2080000.0
19 16000000 1680000.0 2240000.0
20 16000000 1920000.0 2400000.0
21 16000000 2176000.0 2560000.0
22 16000000 2448000.0 2720000.0
23 16000000 2736000.0 2880000.0
24 16000000 3040000.0 3040000.0
25 16000000 3360000.0 3200000.0
26 16000000 3696000.0 3360000.0
27 16000000 4048000.0 3520000.0
28 16000000 4416000.0 3680000.0
29 16000000 4800000.0 3840000.0
30 16000000 5200000.0 4000000.0
31 16000000 5600000.0 4000000
32 16000000 6000000.0 4000000
33 16000000 6400000.0 4000000
34 16000000 6800000.0 4000000
35 16000000 7200000.0 4000000
36 16000000 7600000.0 4000000
37 16000000 8000000.0 4000000
38 16000000 8400000.0 4000000
39 16000000 8800000.0 4000000
40 16000000 9200000.0 4000000
41 16000000 9600000.0 4000000
42 16000000 10000000.0 4000000
43 16000000 10400000.0 4000000
44 16000000 10800000.0 4000000
45 16000000 11200000.0 4000000
46 16000000 11584000.0 3840000.0
47 16000000 11952000.0 3680000.0
48 16000000 12304000.0 3520000.0
49 16000000 12640000.0 3360000.0
50 16000000 12960000.0 3200000.0
51 16000000 13264000.0 3040000.0
52 16000000 13552000.0 2880000.0
53 16000000 13824000.0 2720000.0
54 16000000 14080000.0 2560000.0
55 16000000 14320000.0 2400000.0
56 16000000 14544000.0 2240000.0
57 16000000 14752000.0 2080000.0
58 16000000 14944000.0 1920000.0
59 16000000 15120000.0 1760000.0
60 16000000 15280000.0 1600000.0
61 16000000 15424000.0 1440000.0
62 16000000 15552000.0 1280000.0
63 16000000 15664000.0 1120000.0
64 16000000 15760000.0 960000.0
65 16000000 15840000.0 800000.0
66 16000000 15904000.0 640000.0
67 16000000 15952000.0 480000.0
68 16000000 15984000.0 320000.0
69 16000000 16000000.0 160000.0
70 16000000 16000000.0 0
71 16000000 16000000.0 0
72 16000000 16000000.0 0
73 16000000 16000000.0 0
74 16000000 16000000.0 0
75 16000000 16000000.0 0
76 16000000 16000000.0 0
77 16000000 16000000.0 0
78 16000000 16000000.0 0
79 16000000 16000000.0 0
80 16000000 16000000.0 0
81 17600000 16000000.0 0
82 17600000 16016000.0 160000.0
83 17600000 16048000.0 320000.0
84 17600000 16096000.0 480000.0
85 17600000 16160000.0 640000.0
86 17600000 16240000.0 800000.0
87 17600000 16336000.0 960000.0
88 17600000 16448000.0 1120000.0
89 17600000 16576000.0 1280000.0
90 17600000 16720000.0 1440000.0
91 17600000 16880000.0 1600000.0
92 17600000 17024000.0 1440000.0
93 17600000 17152000.0 1280000.0
94 17600000 17264000.0 1120000.0
95 17600000 17360000.0 960000.0
96 17600000 17440000.0 800000.0
97 17600000 17504000.0 640000.0
98 17600000 17552000.0 480000.0
99 17600000 17584000.0 320000.0
100 17600000 17600000.0 160000.0
101 17600000 17600000.0 0
102 17600000 17600000.0 0
103 17600000 17600000.0 0
104 17600000 17600000.0 0
105 17600000 17600000.0 0
106 17600000 17600000.0 0
107 17600000 17600000.0 0
108 17600000 17600000.0 0
109 17600000 17600000.0 0
110 17600000 17600000.0 0
111 17600000 17600000.0 0
112 17600000 17600000.0 0
113 17600000 17600000.0 0
114 17600000 17600000.0 0
115 17600000 17600000.0 0
116 17600000 17600000.0 0
117 17600000 17600000.0 0
118 17600000 17600000.0 0
119 17600000 17600000.0 0
